stampm,pressure,dew_point,precipitation,humidity,temperature,wind_bearing,wind_speed,illuminance,pressure_tendency
1594972800.0,1014.9,,0.0,83.0,16.0,,7.0,,
1594972800.0,1014.9,,0.0,83.0,16.0,,7.0,,
1594972800.0,1014.9,,0.0,83.0,16.0,,7.0,,
1594972800.0,1014.9,,0.0,83.0,16.0,,7.0,,
1594972800.0,1014.9,,0.0,83.0,16.0,,7.0,,
1594972800.0,1014.9,,0.0,83.0,16.0,,7.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594976400.0,1015.0,,0.0,81.0,16.0,,9.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
1594980000.0,1015.5,,0.0,80.0,16.0,,11.0,,
