time,soil_moisture
1594912975.0,0
1594912975.0,0
1594912975.0,0
1594913050.0,0
1594913050.0,0
1594913050.0,0
1594913076.0,0
1594913076.0,0
1594913076.0,0
1594913116.0,0
1594913116.0,0
1594913116.0,0
1594971152.0,0
1594971152.0,0
1594971152.0,0
1595515393.0,0
1595515393.0,0
1595515393.0,0
1595515839.0,0
1595515839.0,0
1595515839.0,0
1595515879.0,0
1595515879.0,0
1595515879.0,0
1595516070.0,0
1595516070.0,0
1595516070.0,0
1595516158.0,0
1595516158.0,0
1595516158.0,0
1595516186.0,0
1595516186.0,0
1595516186.0,0
1595518100.0,346446
1595518100.0,346446
1595518100.0,346446
1595518699.0,346446
1595518699.0,346446
1595518699.0,346446
1595519299.0,346446
1595519299.0,346446
1595519299.0,346446
1595519899.0,346446
1595519899.0,346446
1595519899.0,346446
1595520499.0,346446
1595520499.0,346446
1595520499.0,346446
1595521099.0,346446
1595521099.0,346446
1595521099.0,346446
1595521699.0,357723
1595521699.0,357723
1595521699.0,357723
1595522299.0,357723
1595522299.0,357723
1595522299.0,357723
1595522899.0,357723
1595522899.0,357723
1595522899.0,357723
1595523499.0,357723
1595523499.0,357723
1595523499.0,357723
1595524099.0,357723
1595524099.0,357723
1595524099.0,357723
1595524698.0,357723
1595524698.0,357723
1595524698.0,357723
1595525298.0,357723
1595525298.0,357723
1595525298.0,357723
1595525898.0,369626
1595525898.0,369626
1595525898.0,369626
1595526498.0,369626
1595526498.0,369626
1595526498.0,369626
1595527098.0,369626
1595527098.0,369626
1595527098.0,369626
1595527698.0,369626
1595527698.0,369626
1595527698.0,369626
1595528298.0,369626
1595528298.0,369626
1595528298.0,369626
1595528898.0,369626
1595528898.0,369626
1595528898.0,369626
1595529498.0,369626
1595529498.0,369626
1595529498.0,369626
1595530097.0,369626
1595530097.0,369626
1595530097.0,369626
1595530697.0,369626
1595530697.0,369626
1595530697.0,369626
1595531297.0,369626
1595531297.0,369626
1595531297.0,369626
1595531897.0,369626
1595531897.0,369626
1595531897.0,369626
1595532497.0,380276
1595532497.0,380276
1595532497.0,380276
1595533097.0,369000
1595533097.0,369000
1595533097.0,369000
1595533697.0,380276
1595533697.0,380276
1595533697.0,380276
1595534297.0,380276
1595534297.0,380276
1595534297.0,380276
1595534897.0,380276
1595534897.0,380276
1595534897.0,380276
1595535496.0,380276
1595535496.0,380276
1595535496.0,380276
1595536096.0,380276
1595536096.0,380276
1595536096.0,380276
1595536696.0,380276
1595536696.0,380276
1595536696.0,380276
1595537296.0,380276
1595537296.0,380276
1595537296.0,380276
1595537896.0,380276
1595537896.0,380276
1595537896.0,380276
1595538496.0,380276
1595538496.0,380276
1595538496.0,380276
1595539096.0,380276
1595539096.0,380276
1595539096.0,380276
1595539696.0,380276
1595539696.0,380276
1595539696.0,380276
1595540296.0,380276
1595540296.0,380276
1595540296.0,380276
1595540895.0,380276
1595540895.0,380276
1595540895.0,380276
1595541495.0,380276
1595541495.0,380276
1595541495.0,380276
1595542095.0,391553
1595542095.0,391553
1595542095.0,391553
1595542695.0,391553
1595542695.0,391553
1595542695.0,391553
1595543295.0,391553
1595543295.0,391553
1595543295.0,391553
1595543895.0,391553
1595543895.0,391553
1595543895.0,391553
1595544495.0,391553
1595544495.0,391553
1595544495.0,391553
1595545095.0,392180
1595545095.0,392180
1595545095.0,392180
1595545695.0,391553
1595545695.0,391553
1595545695.0,391553
1595546295.0,391553
1595546295.0,391553
1595546295.0,391553
1595546894.0,391553
1595546894.0,391553
