time,soil_moisture
1594893079.0,
1594893079.0,
1594893079.0,
1594912975.0,0
1594912975.0,0
1594912975.0,0
1594913050.0,0
1594913050.0,0
1594913050.0,0
1594913076.0,0
1594913076.0,0
1594913076.0,0
1594913116.0,0
1594913116.0,0
1594913116.0,0
1594971152.0,0
1594971152.0,0
1594971152.0,0
1595515393.0,0
1595515393.0,0
1595515393.0,0
1595515839.0,0
1595515839.0,0
1595515839.0,0
1595515879.0,0
1595515879.0,0
1595515879.0,0
1595516070.0,0
1595516070.0,0
1595516070.0,0
1595518118.0,243703
1595518118.0,243703
1595518118.0,243703
1595518718.0,243703
1595518718.0,243703
1595518718.0,243703
1595519318.0,243076
1595519318.0,243076
1595519318.0,243076
1595519918.0,243076
1595519918.0,243076
1595519918.0,243076
1595521718.0,254979
1595521718.0,254979
1595521718.0,254979
1595522918.0,254979
1595522918.0,254979
1595522918.0,254979
1595523517.0,254353
1595523517.0,254353
1595523517.0,254353
1595524117.0,254979
1595524117.0,254979
1595524117.0,254979
1595524717.0,254353
1595524717.0,254353
1595524717.0,254353
1595525317.0,254979
1595525317.0,254979
1595525317.0,254979
1595526517.0,254979
1595526517.0,254979
1595526517.0,254979
1595527117.0,266256
1595527117.0,266256
1595527117.0,266256
1595527717.0,266256
1595527717.0,266256
1595527717.0,266256
1595528317.0,266256
1595528317.0,266256
1595528317.0,266256
1595528916.0,266256
1595528916.0,266256
1595528916.0,266256
1595529516.0,266256
1595529516.0,266256
1595529516.0,266256
1595531316.0,266256
1595531316.0,266256
1595531316.0,266256
1595531916.0,266256
1595531916.0,266256
1595531916.0,266256
1595532516.0,266256
1595532516.0,266256
1595532516.0,266256
1595533116.0,266256
1595533116.0,266256
1595533116.0,266256
1595533716.0,266256
1595533716.0,266256
1595533716.0,266256
1595534316.0,277533
1595534316.0,277533
1595534316.0,277533
1595535515.0,277533
1595535515.0,277533
1595535515.0,277533
1595536115.0,277533
1595536115.0,277533
1595536115.0,277533
1595536715.0,277533
1595536715.0,277533
1595536715.0,277533
1595537915.0,277533
1595537915.0,277533
1595537915.0,277533
1595538515.0,277533
1595538515.0,277533
1595538515.0,277533
1595539115.0,277533
1595539115.0,277533
1595539115.0,277533
1595539715.0,277533
1595539715.0,277533
1595539715.0,277533
1595540315.0,277533
1595540315.0,277533
1595540315.0,277533
1595540914.0,277533
1595540914.0,277533
1595540914.0,277533
1595541514.0,277533
1595541514.0,277533
1595541514.0,277533
1595542114.0,277533
1595542114.0,277533
1595542114.0,277533
1595542714.0,277533
1595542714.0,277533
1595542714.0,277533
1595543314.0,277533
1595543314.0,277533
1595543314.0,277533
1595543914.0,277533
1595543914.0,277533
1595543914.0,277533
1595544514.0,277533
1595544514.0,277533
1595544514.0,277533
1595545714.0,289436
1595545714.0,289436
1595545714.0,289436
1595546313.0,289436
1595546313.0,289436
1595546313.0,289436
1595546913.0,289436
1595546913.0,289436
1595546913.0,289436
1595548113.0,288809
1595548113.0,288809
1595548113.0,288809
1595548713.0,289436
1595548713.0,289436
1595548713.0,289436
1595549313.0,288809
1595549313.0,288809
1595549313.0,288809
1595550513.0,289436
1595550513.0,289436
1595550513.0,289436
1595551112.0,289436
1595551112.0,289436
1595551112.0,289436
1595552312.0,289436
1595552312.0,289436
1595552312.0,289436
1595552912.0,300713
1595552912.0,300713
1595552912.0,300713
1595553512.0,300713
1595553512.0,300713
1595553512.0,300713
1595554112.0,300713
1595554112.0,300713
1595554112.0,300713
1595554712.0,300713
1595554712.0,300713
1595554712.0,300713
1595555312.0,300713
1595555312.0,300713
1595555312.0,300713
1595555912.0,300713
1595555912.0,300713
1595555912.0,300713
1595556511.0,300713
1595556511.0,300713
1595556511.0,300713
1595557111.0,300713
1595557111.0,300713
1595557111.0,300713
1595557711.0,300713
1595557711.0,300713
1595557711.0,300713
1595558311.0,300713
1595558311.0,300713
1595558311.0,300713
1595559511.0,300713
1595559511.0,300713
1595559511.0,300713
1595560111.0,300713
1595560111.0,300713
1595560111.0,300713
1595560711.0,312616
1595560711.0,312616
1595560711.0,312616
1595561311.0,311989
1595561311.0,311989
1595561311.0,311989
1595562510.0,23179
1595562510.0,23179
1595562510.0,23179
1595563710.0,11276
1595563710.0,11276
1595563710.0,11276
1595564910.0,11276
1595564910.0,11276
1595564910.0,11276
1595565510.0,11276
1595565510.0,11276
1595565510.0,11276
1595566110.0,11276
1595566110.0,11276
1595566110.0,11276
1595566710.0,11276
1595566710.0,11276
1595566710.0,11276
1595567309.0,10650
1595567309.0,10650
1595567309.0,10650
1595567909.0,11276
1595567909.0,11276
1595567909.0,11276
1595570309.0,11276
1595570309.0,11276
1595570309.0,11276
1595570909.0,11276
1595570909.0,11276
1595570909.0,11276
1595571509.0,11276
1595571509.0,11276
1595571509.0,11276
1595572109.0,11276
1595572109.0,11276
1595572109.0,11276
1595572709.0,11276
1595572709.0,11276
1595572709.0,11276
1595573308.0,11276
1595573308.0,11276
1595573308.0,11276
1595573908.0,11276
1595573908.0,11276
1595573908.0,11276
1595574508.0,11276
1595574508.0,11276
1595574508.0,11276
1595575108.0,11276
1595575108.0,11276
1595575108.0,11276
1595575708.0,11276
1595575708.0,11276
1595575708.0,11276
1595576908.0,11276
1595576908.0,11276
1595576908.0,11276
1595577508.0,11276
1595577508.0,11276
1595577508.0,11276
1595578708.0,11276
1595578708.0,11276
1595578708.0,11276
1595579307.0,11276
1595579307.0,11276
1595579307.0,11276
1595579907.0,11276
1595579907.0,11276
1595579907.0,11276
1595580507.0,11276
1595580507.0,11276
1595580507.0,11276
1595581107.0,11276
1595581107.0,11276
1595581107.0,11276
1595581707.0,11276
1595581707.0,11276
1595581707.0,11276
1595582307.0,11276
1595582307.0,11276
1595582307.0,11276
1595582907.0,11276
1595582907.0,11276
1595582907.0,11276
1595583507.0,11276
1595583507.0,11276
1595583507.0,11276
1595584107.0,11276
1595584107.0,11276
1595584107.0,11276
1595584706.0,11276
1595584706.0,11276
1595584706.0,11276
1595585306.0,11276
1595585306.0,11276
1595585306.0,11276
1595585906.0,11276
1595585906.0,11276
1595585906.0,11276
1595586506.0,11276
1595586506.0,11276
1595586506.0,11276
1595587106.0,11276
1595587106.0,11276
1595587106.0,11276
1595587706.0,11276
1595587706.0,11276
1595587706.0,11276
1595588306.0,11276
