time,soil_moisture
1594912975.0,0
1594912975.0,0
1594912975.0,0
1594913050.0,0
1594913050.0,0
1594913050.0,0
1594913076.0,0
1594913076.0,0
1594913076.0,0
1594913116.0,0
1594913116.0,0
1594913116.0,0
1594971152.0,0
1594971152.0,0
1594971152.0,0
1595340687.0,127176
1595340687.0,127176
1595340687.0,127176
1595347286.0,139079
1595347286.0,139079
1595347286.0,139079
1595352684.0,10650
1595352684.0,10650
1595352684.0,10650
1595356884.0,10023
1595356884.0,10023
1595356884.0,10023
1595358083.0,10650
1595358083.0,10650
1595358083.0,10650
1595362882.0,10023
1595362882.0,10023
1595362882.0,10023
1595363482.0,10650
1595363482.0,10650
1595363482.0,10650
1595366481.0,10023
1595366481.0,10023
1595366481.0,10023
1595367081.0,10650
1595367081.0,10650
1595367081.0,10650
1595367681.0,10023
1595367681.0,10023
1595367681.0,10023
1595369481.0,10650
1595369481.0,10650
1595369481.0,10650
1595370081.0,10023
1595370081.0,10023
1595370081.0,10023
1595373080.0,10650
1595373080.0,10650
1595373080.0,10650
1595374880.0,10023
1595374880.0,10023
1595374880.0,10023
1595375480.0,10650
1595375480.0,10650
1595375480.0,10650
1595376680.0,10023
1595376680.0,10023
1595376680.0,10023
1595380279.0,10650
1595380279.0,10650
1595380279.0,10650
1595381479.0,10023
1595381479.0,10023
1595381479.0,10023
1595385078.0,10650
1595385078.0,10650
1595385078.0,10650
1595386278.0,10023
1595386278.0,10023
1595386278.0,10023
1595388077.0,10650
1595388077.0,10650
1595388077.0,10650
1595388677.0,10023
1595388677.0,10023
1595388677.0,10023
1595390477.0,10650
1595390477.0,10650
1595390477.0,10650
1595391077.0,10023
1595391077.0,10023
1595391077.0,10023
1595392277.0,10650
1595392277.0,10650
1595392277.0,10650
1595393476.0,10023
1595393476.0,10023
1595393476.0,10023
1595394076.0,10650
1595394076.0,10650
1595394076.0,10650
1595394676.0,10023
1595394676.0,10023
1595394676.0,10023
1595395876.0,10650
1595395876.0,10650
1595395876.0,10650
1595396476.0,10023
1595396476.0,10023
1595396476.0,10023
1595398275.0,10650
1595398275.0,10650
1595398275.0,10650
1595401275.0,10023
1595401275.0,10023
1595401275.0,10023
1595403674.0,10650
1595403674.0,10650
1595403674.0,10650
1595404274.0,10023
1595404274.0,10023
1595404274.0,10023
1595406674.0,10650
1595406674.0,10650
1595406674.0,10650
1595408473.0,10023
1595408473.0,10023
1595408473.0,10023
1595409673.0,21927
1595409673.0,21927
1595409673.0,21927
1595410273.0,22553
1595410273.0,22553
1595410273.0,22553
1595414472.0,33830
1595414472.0,33830
1595414472.0,33830
1595415072.0,34456
1595415072.0,34456
1595415072.0,34456
1595416272.0,33830
1595416272.0,33830
1595416272.0,33830
1595416871.0,34456
1595416871.0,34456
1595416871.0,34456
1595418671.0,33830
1595418671.0,33830
1595418671.0,33830
1595419271.0,34456
1595419271.0,34456
1595419271.0,34456
1595419871.0,45733
1595419871.0,45733
1595419871.0,45733
1595515393.0,0
1595515393.0,0
1595515393.0,0
1595515839.0,0
1595515839.0,0
1595515839.0,0
1595515879.0,0
1595515879.0,0
1595515879.0,0
1595516070.0,0
1595516070.0,0
1595516070.0,0
1596738187.0,0
1596738187.0,0
1596738187.0,0
1597550532.0,25
1597550532.0,25
1597550532.0,25
1597844012.0,25
1597844012.0,25
1597844012.0,25
1597844379.0,25
1597844379.0,25
1597844379.0,25
1598177287.0,25
1598177287.0,25
1598177287.0,25
1598830087.0,25
1598830087.0,25
1598830087.0,25
1599013651.0,25
1599013651.0,25
1599013651.0,25
1599038870.0,25
1599038870.0,25
1599038870.0,25
1599483565.0,25
1599483566.0,25
1599485308.0,25
1599485309.0,25
1599485407.0,25
1599485408.0,25
1599485565.0,25
1599485566.0,25
1599485862.0,0
1599486006.0,0
1599487502.0,0
1599487690.0,0
1599547916.0,0
1599548178.0,0
1599548179.0,0
1599557547.0,0
1599558054.0,0
1599558054.0,0
1599562998.0,0
1599566245.0,0
1599566246.0,0
1599635728.0,0
1599648067.0,0
1599648067.0,0
1599650046.0,0
1599651339.0,0
1599652251.0,0
1600009460.0,25
1600069688.0,25
1600172613.0,25
1600773327.0,0
1600773870.0,0
1600774289.0,0
1600774666.0,0
1600774666.0,0
1601194946.0,0
1601195176.0,0
1601882909.0,0
1601882913.0,
1601883151.0,0
1602064645.0,0
1602503822.0,0
1602754334.0,0
1602786855.0,0
1602787282.0,0
1602856626.0,25
1602857226.0,0
1603449169.0,0
1603450174.0,0
1603450249.0,0
1603450249.0,0
1603450249.0,0
1604486354.0,0
1604486594.0,0
1604494045.0,0
1606161997.0,25
1606162597.0,0
1606748468.0,0
1606988094.0,0
1607011730.0,0
1607011730.0,0
1609752972.0,0
1609753010.0,0
1609937542.0,0
1610006440.0,0
1610053545.0,0
1610558088.0,0
1610558232.0,0
1610558304.0,0
1610637014.0,0
1610812765.0,0
1610904944.0,0
1611166494.0,0
1615452518.0,25
1615452518.0,25
1615452518.0,25
1615452518.0,25
1615454318.0,0
1615454318.0,0
1615454318.0,0
1615454318.0,0
